brand,categories,content,discount,num_review,product,regular,star,title
Apoquel,"Pharmacy,Skin & Coat","love the timely shipping ,product and the price .ty",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,tablets for my baby
Apoquel,"Pharmacy,Skin & Coat",Our lab was a chronic itcher until she started this medication. I hope it continues.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Miracle worker
Apoquel,"Pharmacy,Skin & Coat","With a dog that has allergies, bits his paws and couldn’t stop licking the med was a necessity. Now I don’t have to run to the vet every month.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,coppergetseverythinghewants
Apoquel,"Pharmacy,Skin & Coat",My rescue has such terrible allergies. This helps her 85% from day one. Delivery and website easy ordering! Plus saved money!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Miraculous medication
Apoquel,"Pharmacy,Skin & Coat",Once you get the prescription process the pills can be scheduled to be delivered when you want them.  Price is about the cheapest.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Vet approved
Apoquel,"Pharmacy,Skin & Coat",Product helps my dog with itching  due to allergies.  I can give it to him when I notice him itching and he gets relief within minutes.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Thanks Apoquel
Apoquel,"Pharmacy,Skin & Coat","We have our girl back.  Maggie, our Golden was biting on her feet 24 hrs. for real.  Making them very inflamed and sore.  She was wearing a helmet full time.  Our doctor finally suggested Apoquel and it has brought her back to her playful, happy girl almost immediately.  Wonderful!!   She obviously was so miserable before.  Maggie is 11 yrs. old and had stopped playing and we didn't feel she had quality of life the way she was.   She now instigates play and is so very happy.  So good to see.  We definitely got our dog back.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,A Miracle Drug!!
Apoquel,"Pharmacy,Skin & Coat",The vet put my german shepherd on Apoquel over a year ago and it has significantly reduced his allergy flare-ups and trips to the vet. Expensive but absolutely worth it.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great results!
Apoquel,"Pharmacy,Skin & Coat",Within 24 hours my pit stopped licking/bitting/ scratching herself! After trying everything! Just the before and after pictures just a 1 week difference!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Worked Wonders
Apoquel,"Pharmacy,Skin & Coat",My dog has a bacterial skin infection that has been very uncomfortable and itchy.  This 1/2 pill has helped him tolerate the itch while on antibiotics to heal the infection.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great product
Apoquel,"Pharmacy,Skin & Coat",this is amazing it works in an instant I would love it if it was just somewhat less expensive though . this med is the best for dogs skin allergies,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,excellent choice this is the best in the market right now
Apoquel,"Pharmacy,Skin & Coat",Great product. Only drawback is will increase your dogs proclivity for cysts to develop.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Helps itchy dog
Apoquel,"Pharmacy,Skin & Coat",First time I tried a prescription so I was satisfied that you checked with our vet and shipped the product in a timely fashion. Thank you,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,"Great Job, thank you"
Apoquel,"Pharmacy,Skin & Coat",Kane suffers from terrible allergies and itching all the time. I asked my vet about this product after seeing a commercial for it and it has been a life saver. Kane no longer itches and is able to sleep peacefully now.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great product
Apoquel,"Pharmacy,Skin & Coat",Truly helpful with my dogs constant licking. He gets seasonal allergies and constantly licks his feet and this medication has been a blessing because it has helped him get relief from his allergies. I would recommend this medication to any pet owner who's pet is suffering from allergies.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Pet Allergy
Apoquel,"Pharmacy,Skin & Coat",My bulldog is allergic to life; apoquel has helped him tremendously. With chewy his prescription is cheaper and delivered to the door monthly!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great medicine
Apoquel,"Pharmacy,Skin & Coat","It is wonderful that Chewy now has a pharmacy. However, if you show a bottle of 100 tablets, it leads the buyer to believe they are ordering a bottle. Therefore, when asked ""how many"", I entered ""1"", thinking I was ordering the bottle. Nope. Turned out I was ordering ""1"" pill. Long, long story short, it was extremely frustrating to correct, between Chewy and my vets office!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Finally - Pharmacy
Apoquel,"Pharmacy,Skin & Coat","These tablets are cheaper to purchase from Chewy than my vet's office and I love how fast acting they are. My dog takes these tablets once a day and has zero issues while on Apoquel! Love, love, love this medication!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great for dogs with allergies!
Apoquel,"Pharmacy,Skin & Coat",I have two labs one with excesssive allergies so we rely on this Rx. Chewy had the best price hands down and we receive it faster than the other company we used in the past.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Love this med
Apoquel,"Pharmacy,Skin & Coat",I love the price and convenience of buying my pet's medication from Chewy,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,convenience
Apoquel,"Pharmacy,Skin & Coat","Apoquel has worked great for my dog, just like the vet said.  I will continue to give it to her.

Order was processed and delivered quickly.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Review of Apoquel
Apoquel,"Pharmacy,Skin & Coat",Best medicine for my 2 dogs.  They have several allergies and I have tried several allergies medication and apoquel 3.6 mg have done wonders.  Chewy is the best for this medication.  They are carrying to customers and will work with you on prices.  I highly recommend Chewy for all your products for your dogs.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel - best for allergies
Apoquel,"Pharmacy,Skin & Coat",They are so helpful and of course less expensive. Easy to use through your vet. I love Chewy!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Love the pharmacy
Apoquel,"Pharmacy,Skin & Coat","I ordered 3.6 mg of Apoquel.  I did not receive it in 2 days, but rather it was in 5.  Other than that, it was as expected as my dog has been on this medication previously.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Prescription
Apoquel,"Pharmacy,Skin & Coat","Joy is a 10 yr old Aussie with life long skin issues. She has been on Cytopoint for years until it became ineffective. Nibbling on her feet with large areas of hair loss. I reached out for apoquel to give it a shot. Wow! She no longer scratches, sleeps well at night and is a different dog!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel Works Great!
Apoquel,"Pharmacy,Skin & Coat","Snazzy has been on Apoquel before, but we decided to try the Cytopoint shot once a month because it was less expensive and no pills every day.  But the Cytopoint shots were wearing off earlier each month and she would start scratching again.  So we are back using Apoquel again because it does work.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel Works!
Apoquel,"Pharmacy,Skin & Coat",I appreciated so much getting the rx so quickly. It is a good drug for my allergic dog with itchy feet.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel for my allergic dog
Apoquel,"Pharmacy,Skin & Coat","Chewy.com has the best price for this medicine. $.50 to $1.00 less than every where else. 

This med works well and has relieved his very itchy problem. The medication can have severe side affects so you’ll want to have a good conversation with your vet.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,"Great med, but"
Apoquel,"Pharmacy,Skin & Coat",Fast and easy access to his medication and much less expensive than at the vet's office,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Way more affordable
Apoquel,"Pharmacy,Skin & Coat",THIS HAS TO BE THE BEST ALLERGY MEDICATION WE HAVE EVER USED FOR OUR FUR BABIES. OUR SHIH TZU HAD VERY ITCHY PAWS AND THE VET GAVE HIM HIS 1ST DOSE OF THIS MEDICATION WHILE HE WAS AT HER OFFICE FOR HIS BATH & CUT AND WHEN I PICKED HIM UP 2 HOURS LATER HE NEVER EVER ATTEMPTED TO LICK OR MESS WITH HIS FEET AT ALL!!!! AMAZING MED. WORTH EVERY $$$$$ EVERY 24 HRS. LUV IT AND YOUR FUR BABIES WILL TO.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,best allergy med EVER
Apoquel,"Pharmacy,Skin & Coat",This was a great price compared to what my vet charges! I had to cut the pills in half for my prescription but they were perforated so it was easy. I will be ordering again.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great price
Apoquel,"Pharmacy,Skin & Coat",This is great ~ so much less expensive than where I used to get it.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,The Best for Cooney.
Apoquel,"Pharmacy,Skin & Coat",We don’t have the exact cause of our dogs allegry; however our vet recommended Apoquel and the results are dramatic. His skin was red and itchy with small bumps. He constantly shook his ears and was miserable. Now he is symptom free. Highly recommend!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great results!
Apoquel,"Pharmacy,Skin & Coat","This med helps my dog quickly. Stops the rubbing, itching & licking immediately. Love It !",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great for the Itching...
Apoquel,"Pharmacy,Skin & Coat","This medication definitely helps with my girls' allergy itching and skin issues. We've gone thru various cycles of twice a day & then once a day  once her issues were under control. While I've taken her off the medication before, we've yet to narrow down the allergy trigger & her issues soon resurface so we're staying on the once a day schedule...she's much more comfortable!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Definitely Helps!
Apoquel,"Pharmacy,Skin & Coat",Apoquel Works Great on My Pet!!! No More Itching!!! No More Allergies!!!! Perfect!!!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Works Great!!!
Apoquel,"Pharmacy,Skin & Coat","This is so much cheaper at Chewy then at the vets.Since my dog is on this for long term, it makes a difference.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,best price
Apoquel,"Pharmacy,Skin & Coat","THE CLAIMS ARE CORRECT: A MIRACLE DRUG FOR DOGS (AND OWNERS)! AFTER MONTHS OF SUFFERING WITH LICKING & ITCHING, MY 13 YEAR OLD SHIH TZU WAS FEELING RELIEF WITHIN HOURS! WE FOLLOWED THE DIRECTIONS FOR HER WEIGHT AND ADMINISTERED TWO DOSES A DAY (8AM & 8PM). AFTER TWO WEEKS, WE WILL DROP TO ONE A DAY AND MONITOR HER PROGRESS. I CANNOT EXPRESS ENOUGH THE FRUSTRATION AND GUILT WE FELT AS SHE WENT THROUGH HER AFFLICTION. IT HAS BEEN CONTROLLED, FOR NOW. WE PURCHASED THE 16mg TABLETS AND CUT IN THREE, AS THEY ARE EXPENSIVE (ALTHOUGH BEST PRICE ON THE INTERNET BY FAR IS THROUGH CHEWY.) I DID CONSULT MY VET AND HE AGREED WITH THE TREATMENT. HE HAD TO APPROVE THE PRESCRIPTION, AS WELL BEFORE CHEWY SENT",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel Tablets for Dogs - R E L I E F  A T  L A S T  !
Apoquel,"Pharmacy,Skin & Coat",This medication really works with no side effects.it has made our shiatsu very happy,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Scratch no more
Apoquel,"Pharmacy,Skin & Coat",This great medication has helped my doberman live without having to be so itchy all the time. Just 1 tablet a day and he's good to go. Glad he was prescribed this!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,works great
Apoquel,"Pharmacy,Skin & Coat",Thanks for charging almost $1 less per pill than my vet!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel works but is too expensive
Apoquel,"Pharmacy,Skin & Coat","Long story short - My dog is allergic to EVERYTHING and for 2+ years has chewed and scratched himself raw and bloody. Nothing worked, even went to a doggy dermatologist and received allergy shots which was very expensive and of course, did not work.  Apoquel is not cheap but started to work in the first 24 hours.  Results have been phenomenal!!! My dog has stopped scratching and chewing completely.  All of his hair has grown back and he is a completely different dog now.  Apoquel has totally put the life back into my dog.  Simply amazing!!!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,AMAZING!!!!
Apoquel,"Pharmacy,Skin & Coat","Terrier was exhibiting itching of legs and belly (She's a low rider and may be allergic to Grass, lawn chemicals???) and pulling out her fur on same.  This seems to be helping and fur is growing back.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Seems to be doing the trick.  Keeping my fingers crossed.
Apoquel,"Pharmacy,Skin & Coat",Controls itching related to skin allergies.  Helps my dog significantly with scratching.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Review for Apoquel
Apoquel,"Pharmacy,Skin & Coat","This product was shipped and received as expected. It has completely alleviated the allergic symptoms my dog was experiencing.  This is not a cheap drug, but it works!  Hopefully my dog won't have to take it for very long.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Miracle Drug
Apoquel,"Pharmacy,Skin & Coat",My 14-year-old Yorkshire terrier had terrible itching problems always scratching I for no reason other than environmental allergies gave him Apoquel and the next  day itching was gone highly recommend he will be on it for the rest of his life,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Answer for your itchy dog
Apoquel,"Pharmacy,Skin & Coat","My little guy was chewing his feet till they bled, nothing so far was working.  The Apoquel came the next day which surprised me because the Dr. hadn't ordered it till late the night before. since being on this med he no longer is chewing his feet raw. chewy has made it a lot less costly to keep my boy healthy.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,AAAh     Relief
Apoquel,"Pharmacy,Skin & Coat",More than $20 less than Foster & Smith. Lower prices are always better!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great prices
Apoquel,"Pharmacy,Skin & Coat",Arrived on time!  Great service! Great medicine and my Bootsie is allergy free,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Excellent service
Apoquel,"Pharmacy,Skin & Coat","The price of this item is great.  My dog takes this daily for severe allergies, and I am happy I found it for a great price.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Love the price!
Apoquel,"Pharmacy,Skin & Coat",I already knew that Apoquel helped my dog’s skin allergies. It was nice to save >$1/pill.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Good price
Apoquel,"Pharmacy,Skin & Coat","Apoquel has worked great for my 4.5 pound Chihuahua.  Chewy offers a great price, with superb service. Highly recommended.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great priduct
Apoquel,"Pharmacy,Skin & Coat",This medication has been a life saver for our dog. She no longer scratches herself raw. This is the best price available anywhere.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Life saver
Apoquel,"Pharmacy,Skin & Coat",My dog had severe itchiness each year from early Aug - early Oct.  This year I decided to try medication and this is what the vet prescribed.  It began working by the second day and has been very effective.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Very effective
Apoquel,"Pharmacy,Skin & Coat",I also appreciate the great customer service that Chewy has!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Very Helpful for our Shih Tzu with bad allergies
Apoquel,"Pharmacy,Skin & Coat","This is the best medication for our Springer Spaniel.  The itching, scratching and biting has stopped after the first dose!  No more red raw feet and itchy ears!  No more licking all night long!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Lifesaver!
Apoquel,"Pharmacy,Skin & Coat",Our Fidjet has Allergies that make him scratch and eat his hair. The Apoquel stops it well. Now his beautiful hair will grow again.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No more itchy puppy!
Apoquel,"Pharmacy,Skin & Coat","everything is fine. but no body is perfect
stop bugging me with emails.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,love pills
Apoquel,"Pharmacy,Skin & Coat",Not happy at all. Have not seen any improvement at all.  Heidi is still a itching as much as before.  It is to costly to continue on the med to see if it would eventually work to find out that it doesn't.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Totally unhappy!!!!!!
Apoquel,"Pharmacy,Skin & Coat",Highly recommend chewy for your pets prescriptions.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Works really well
Apoquel,"Pharmacy,Skin & Coat",Apoquel is amazing.  My pup's rash is completely gone.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,took way too long
Apoquel,"Pharmacy,Skin & Coat","Discovered Apoquel about 2 years ago. My terrier is bothered by pollen and grass allergens  in the spring and basically all summer until the first freeze. My local pharmacy supplies pet meds BUT man are they expensive. I was pleasantly surprised to find Chewy carries the same med at 1/3 the cost!!! My Vet gives Apoquel a sterling endorsement as safe to use with ALL other medications. I already get my pet food from Chewy so mine is a Win, Win ... Thanks Chewy!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,One of the two (SAFE) drugs that relieves my guy's itching.
Apoquel,"Pharmacy,Skin & Coat",Have been treating my dog for a bacterial infection for over a year. I take him to the vet once a month but nothing she did stopped the itch.  He woul scratch so much he would cry. Some one told me about Apoquel. My vet didn’t want to prescribe it because she didn’t carry it. Finally got a prescription and Chewy filled it. He has not scratched sinc taking it!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,The healer
Apoquel,"Pharmacy,Skin & Coat","This med has made my buds life much better for him! Gone are the days he had red marks from chewing himself from itching, hair loss ect. He is much more comfortable and steroid free with Apoquel. Thank you!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Life saver
Apoquel,"Pharmacy,Skin & Coat",Our Maggie was plagued by scooting and itching.   I finally gave Apoquel a try and low and behold...it has worked wonders.  She hardly ever scoots around anymore.   The price at Chewy was a huge bonus and their service was excellent!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,A Winner for Us
Apoquel,"Pharmacy,Skin & Coat","Chewy did all the leg work getting the prescription from my vet
Saves me a trip to the vet to refill",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel prescription
Apoquel,"Pharmacy,Skin & Coat","My dog has allergies and we have been using Apoqul to relieve her itching for years and she/we can’t do without it. We were thrilled that Chewy has this new pharmacy that operates like the regular Chewy site, caring and amazingly fast delivery. Best of all was the price. Cheapest price around & you know it’s the real thing ‘cause it’s Chewy!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Stops allergy itching
Apoquel,"Pharmacy,Skin & Coat",Chewy took care of the approval from the vet.  It was easy and now convenient.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel for dogs
Apoquel,"Pharmacy,Skin & Coat","So easy, no trip to my vet. Chewy called my vet for the Rx and boom I got it shipped right to my home !!! Love love love !!!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Life line for my dog
Apoquel,"Pharmacy,Skin & Coat",I am very disappointed. My dog itches as if he weren’t taking anything. I will be going back to my vet clinic for the real Apoquel,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Poor quality
Apoquel,"Pharmacy,Skin & Coat",They had the cheapest price that I could find. And the order came the next day (even with having to call the vet for prescription)!!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Cheap & Fast delivery
Apoquel,"Pharmacy,Skin & Coat",This product worked great. Itching was almost gone after a few hours. Chewy has the best price for Apoquel.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Allergies galore
Apoquel,"Pharmacy,Skin & Coat","This has been the only thing to help with my dogs severe allergies. He used to itch all day and was so miserable, but since starting Apoquel he no longer has that problem",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Works great
Apoquel,"Pharmacy,Skin & Coat",Without this medicine my boy is red and very uncomfortable!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,My Dogs best FRIEND
Apoquel,"Pharmacy,Skin & Coat","My dog has terrible allergies and will lick and chew her feet and scratch at herself literally all day long.  She also wakes up constantly just to itch and lick herself.  I had to resort to a Kong cloud collar for her which she has to wear pretty much all day.  All of this is not only annoying to her but to me too because I am the one who has to constantly monitor her and make sure she isn’t chewing herself raw.  I’m also the one who has to bathe her , etc to help keep her allergies in check.  I have changed her food multiple times, bathe her with different medicated shampoo, she’s been on antibiotics, to the vets numerous times, you name it I’ve tried it.  I just started her back on Apoquel ",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Not a miracle cure
Apoquel,"Pharmacy,Skin & Coat",This product helps my dog so much. She doesn't itch as much as she use to. It is a great product!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great product
Apoquel,"Pharmacy,Skin & Coat",My dog takes this daily and helps with her skin   I save a lot of money buying it through Cheney   I love Chewey and have been using them for years   They are so nice and helpful when you call them too,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel medication
Apoquel,"Pharmacy,Skin & Coat","My 9 year old dog, at the time, was suffering from extreme allergies.  I had a blood test done on him for allergies - they said 50 was a concern and his was 600.  He scratched all his fur off his belly, sides, hind quarters and never stopped scratching 24-7.  I was afraid I was going to have to put him down.  I love him soooo much and didn't want to lose him.  Then I went to a new Vet who recommended Apoquel.  It was a life saver.  He is now 11, has all his fur back and looks like a normal healthy dog.  Thank you so much for the Apoquel!!!!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Saved Bingo's life
Apoquel,"Pharmacy,Skin & Coat","My little rescue dog has congestive heart failure and the vet bills and medications have become quite expensive.  We started out with Chewy as a source of his cardiac care dog food.  A vet tech brought to my attention that Chewy had great prices on prescription drugs.  I checked it out and found I could save $30 a month on just one of the four meds my little guy needs.  Apoquel is a life saver for the skin issues my dog has. Obviously I'm thrilled and will continue to use Chewy.  Service is great, they work with getting your prescriptions into their system, and I couldn't be happier.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Chewy did it again!
Apoquel,"Pharmacy,Skin & Coat","I have used this product for a while, so I already knew it worked for my dog. However, with Chewy now having the pharmacy option, it makes getting it so much easier. They even contacted my vet for me to get the Rx.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Reduces my old dogs scratching
Apoquel,"Pharmacy,Skin & Coat",I must say extremely satisfied with Chewy RX because of the price. I was buying my Puggy's Meds from Allivet website and Chewys RX prices was much cheaper but same quality.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Very Satisfied
Apoquel,"Pharmacy,Skin & Coat","I've been giving my dog Apoquel for almost 3 years.  I did some online research & found Chewy had the best price (it's expensive!) 
They contacted my Vet and had my order to me in no time.  Thank you.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great value & service.
Apoquel,"Pharmacy,Skin & Coat",excellent medicine for my dog suffering from dermatitis,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,excellent medicine
Apoquel,"Pharmacy,Skin & Coat",It is necessary for My golden retriever to take this medicine to have a quality life. So very happy chewy has this!! I will order this from you now!  It will be so much easier to have this added to my regular autoships!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great value!!!
Apoquel,"Pharmacy,Skin & Coat",I have been receiving Apoquel for my chocolate lab from the vet for years. Same medication at such a discount and fast service.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Prescription
Apoquel,"Pharmacy,Skin & Coat","I give a five paw review for this product. No more itching, I can sleep at night. My owner says this was the best price in town so he bought me a chew toy also. RUFF RUFF!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Thanks I really needed that.
Apoquel,"Pharmacy,Skin & Coat",Chewy was very helpful and updated me on the status of these meds for my dog. They are MUCH cheaper than what I pay at the vets office. My dog itches and bites himself all the time. He is seemingly allergic to everything and these meds make him comfortable and keep him from the constant baths and scratching. Chewy is great!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Scratchy Lab mom over here!
Apoquel,"Pharmacy,Skin & Coat","We rescued Mr. B, a miniature schnauzer from the animal shelter. From day one we knew we had a problem. At first we thought his itching might be from fleas, but soon found that was not the problem.  We tried everything from food to every allergy med (over the counter and prescription)on the market and nothing helped. Our poor boy was so miserable, scratching, itching, chewing and whining. The vet finally tried Mr. B on Apoquel. Finally, relief at last.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No more itching! Relief at last.
Apoquel,"Pharmacy,Skin & Coat","It is a great allergy medicine for 3 of my dogs that have sensitive skin and are allergic to flea bites, mosquitoes and grass.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel for dog
Apoquel,"Pharmacy,Skin & Coat","My Yorkie has skin allergies and can be miserable. Nothing else works as well as the Apoquel.  Chewy has the best price and you can't beat their service as always.  Highly recommend them both.  Bella says ""woof""!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Stop the scratching!
Apoquel,"Pharmacy,Skin & Coat",I received this order so fast.  As usual Chewy delivers on time each time that I have ordered from them.  They are the best company.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel medication
Apoquel,"Pharmacy,Skin & Coat",Half price difference from getting at the Vet's. Great. Savings.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Savings unbelievable!
Apoquel,"Pharmacy,Skin & Coat","Until recently my dog did well with OTC allergy medicine which was recommended by his vet.  Well, as he as aged his allergies required something a bit stronger.  With Apoquel my dog no longer gnaws at his back side until its raw.  He's living a better life.  Thanks Apoquel!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel Saves the Day!
Apoquel,"Pharmacy,Skin & Coat","Ordered for the first time. Mailed in my first script (for the records), and four days later I received my script. Smooth transition from my vet's site to Chewy.com, and Chewy is less expensive. :)",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,"Fabulous, all around"
Apoquel,"Pharmacy,Skin & Coat","This was the First time my girl had bad fall allergies and this medication was amazing, helps immediately to stop the itching.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Love this medicine!
Apoquel,"Pharmacy,Skin & Coat",It has helped my dog with allergies significantly.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel for my Aging dog
Apoquel,"Pharmacy,Skin & Coat",I have two French Bulldogs both suffer from allergies. For the past two years I had them both on an allergy medication called Atopica. It worked great for a while. Recently it stopped working for my girl who is 30lbs and almost 6 years old. I switched her to Apoquel and this has changed her life. She is a brand new dog. She went from scratching at a level 7 to maybe a 1 if that. She stopped rubbing her face on the carpet and stopped licking her paws. She’s now playing with her toys instead of constantly scratching. I highly recommend this medication. She did not have any side effects at all. Yes it’s expensive but it’s totally worth it!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,This stuff works
Apoquel,"Pharmacy,Skin & Coat","Apoquel was suggested by my vet. Now that Chewy carries prescription meds, I gave them a try.  The process was quick and easy. Chey contacted my vet and I had the meds within 2 days. The meds have helped my GSD extremely well with his itching. It is not cheap but Chewy had the best price. I would highly recommend Apoquel AND Chewy.",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,GREAT PRODUCT & SERVICE!!
Apoquel,"Pharmacy,Skin & Coat",So happy to get this RX at Chewy! Such a huge savings...thank you! Apoquel was a great recommendation from our vet for our Bulldog's allergy issues.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Awesome Price!
Apoquel,"Pharmacy,Skin & Coat",This is the best medication for itching and scratching ever!!! Have been using it for 4 months now and it is awesome.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel for allegies
Apoquel,"Pharmacy,Skin & Coat",This Allergy medicine helps my dog Beau. I was very happy to be able to purchase the medication from Chewy’s. They saved me a lot of money. I also get dog food and his treats. Love Love Love!,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,No More Itching!
Apoquel,"Pharmacy,Skin & Coat",Our dog has severe allergies and this just one of the many medications she takes. It prevents her from prolonged itching and scratching and licking. She can rest and relax peacefully.,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Great medicine
Apoquel,"Pharmacy,Skin & Coat","I first tried apoquel for itching on my dog, its like a miracle drug for her. Itching stops almost immediately. Love this stuff!",2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Apoquel!!!!
Apoquel,"Pharmacy,Skin & Coat",Easy and cheaper sent to us the way We wanted and private,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,Gunner dog
Apoquel,"Pharmacy,Skin & Coat",My golden retriever has been itching ever since I moved to Arizona tried everything in the world non-prescription Benadryl helped a little bit for a little while then then that stopped the apoquil has  been working good it’s only been three weeks and the first two weeks you give the dog a double dosage and then go down to a single dosages a day.  If it keeps on we’re thing it’s well worth the money poor door used to scratch all day,2.29,1152,Apoquel Tablets for Dogs,2.29,4.8,So far so good
